pixel,reflectance1,reflectance2,absorption1,absorption2
1,2.01E-05,1.22E-07,,
2,1.93E-05,1.82E-07,,
3,1.85E-05,1.90E-07,,
4,1.77E-05,1.66E-07,,
5,1.68E-05,1.97E-07,,
6,1.60E-05,1.85E-07,,
7,1.52E-05,1.84E-07,,
8,1.45E-05,1.92E-07,,
9,1.37E-05,2.27E-07,,
10,1.31E-05,2.11E-07,,
11,1.25E-05,2.15E-07,,
12,1.18E-05,2.40E-07,,
13,1.12E-05,2.54E-07,,
14,1.07E-05,2.60E-07,,
15,1.01E-05,2.51E-07,,
16,9.60E-06,2.37E-07,,
17,9.19E-06,2.80E-07,,
18,8.71E-06,2.66E-07,,
19,8.28E-06,2.89E-07,,
20,7.90E-06,2.99E-07,,
21,7.54E-06,3.33E-07,,
22,7.13E-06,3.22E-07,,
23,6.81E-06,3.22E-07,,
24,6.51E-06,3.28E-07,,
25,6.12E-06,3.74E-07,,
26,5.88E-06,3.98E-07,,
27,5.57E-06,3.86E-07,,
28,5.33E-06,3.92E-07,,
29,5.09E-06,4.33E-07,,
30,4.87E-06,4.33E-07,,
31,4.61E-06,4.38E-07,,
32,4.44E-06,4.70E-07,,
33,4.21E-06,4.79E-07,,
34,4.02E-06,5.24E-07,,
35,3.92E-06,5.42E-07,,
36,3.73E-06,5.60E-07,,
37,3.57E-06,5.83E-07,,
38,3.42E-06,5.64E-07,,
39,3.34E-06,6.28E-07,,
40,3.11E-06,6.21E-07,,
41,2.98E-06,6.90E-07,,
42,2.87E-06,6.78E-07,,
43,2.77E-06,7.04E-07,,
44,2.67E-06,7.54E-07,,
45,2.54E-06,7.53E-07,,
46,2.43E-06,7.58E-07,,
47,2.34E-06,8.13E-07,,
48,2.24E-06,8.62E-07,,
49,2.16E-06,8.84E-07,,
50,2.05E-06,9.26E-07,,
51,1.99E-06,9.15E-07,,
52,1.90E-06,9.80E-07,,
53,1.81E-06,9.96E-07,,
54,1.72E-06,1.06E-06,,
55,1.66E-06,1.10E-06,,
56,1.60E-06,1.11E-06,,
57,1.53E-06,1.16E-06,,
58,1.46E-06,1.24E-06,,
59,1.40E-06,1.30E-06,,
60,1.34E-06,1.31E-06,,
61,1.29E-06,1.38E-06,,
62,1.23E-06,1.43E-06,,
63,1.20E-06,1.51E-06,,
64,1.13E-06,1.53E-06,,
65,1.10E-06,1.64E-06,,
66,1.03E-06,1.70E-06,,
67,9.86E-07,1.76E-06,,
68,9.67E-07,1.84E-06,,
69,8.95E-07,1.93E-06,,
70,8.84E-07,2.04E-06,,
71,8.11E-07,2.06E-06,,
72,8.01E-07,2.20E-06,,
73,7.86E-07,2.29E-06,,
74,7.19E-07,2.37E-06,,
75,7.30E-07,2.48E-06,,
76,6.94E-07,2.58E-06,,
77,6.21E-07,2.73E-06,,
78,6.14E-07,2.82E-06,,
79,5.89E-07,2.95E-06,,
80,5.49E-07,3.09E-06,,
81,5.31E-07,3.26E-06,,
82,5.18E-07,3.39E-06,,
83,5.19E-07,3.55E-06,,
84,4.93E-07,3.71E-06,,
85,4.63E-07,3.86E-06,,
86,4.65E-07,4.04E-06,,
87,4.33E-07,4.19E-06,,
88,4.15E-07,4.38E-06,,
89,3.97E-07,4.54E-06,,
90,3.87E-07,4.80E-06,,
91,3.64E-07,4.99E-06,,
92,3.54E-07,5.24E-06,,
93,3.44E-07,5.45E-06,,
94,3.45E-07,5.66E-06,,
95,2.93E-07,5.89E-06,,
96,3.20E-07,6.13E-06,,
97,3.02E-07,6.43E-06,,
98,2.88E-07,6.75E-06,,
99,2.65E-07,7.06E-06,,
100,2.70E-07,7.29E-06,,
101,2.61E-07,7.60E-06,,
102,2.52E-07,7.92E-06,,
103,2.18E-07,8.33E-06,,
104,2.36E-07,8.67E-06,,
105,2.16E-07,8.99E-06,,
106,2.08E-07,9.48E-06,,
107,2.18E-07,9.92E-06,,
108,1.77E-07,1.04E-05,,
109,1.88E-07,1.10E-05,,
110,1.73E-07,1.14E-05,,
111,1.89E-07,1.20E-05,,
112,1.79E-07,1.26E-05,,
113,1.62E-07,1.32E-05,,
114,1.78E-07,1.38E-05,,
115,1.52E-07,1.45E-05,,
116,1.39E-07,1.51E-05,,
117,1.48E-07,1.59E-05,,
118,1.16E-07,1.66E-05,,
119,1.56E-07,1.75E-05,,
120,1.49E-07,1.83E-05,,
121,1.19E-07,1.92E-05,,
122,1.20E-07,2.02E-05,,
123,1.23E-07,2.12E-05,,
124,1.00E-07,2.22E-05,,
125,1.08E-07,2.31E-05,,
126,1.06E-07,2.42E-05,,
127,1.01E-07,2.53E-05,,
128,9.09E-08,2.64E-05,,
