pixel,reflectance1,reflectance2,absorption1,absorption2
1,4.03E-05,8.53E-08,,
2,3.88E-05,1.07E-07,,
3,3.73E-05,2.74E-08,,
4,3.61E-05,2.63E-08,,
5,3.45E-05,6.35E-08,,
6,3.30E-05,5.03E-08,,
7,3.16E-05,4.81E-08,,
8,3.03E-05,1.46E-07,,
9,2.89E-05,1.67E-07,,
10,2.75E-05,1.60E-07,,
11,2.64E-05,6.57E-08,,
12,2.51E-05,7.88E-08,,
13,2.40E-05,1.06E-07,,
14,2.29E-05,1.08E-07,,
15,2.18E-05,1.86E-07,,
16,2.08E-05,1.44E-07,,
17,1.97E-05,1.14E-07,,
18,1.90E-05,1.27E-07,,
19,1.81E-05,1.72E-07,,
20,1.71E-05,1.66E-07,,
21,1.64E-05,1.59E-07,,
22,1.55E-05,1.76E-07,,
23,1.48E-05,1.65E-07,,
24,1.41E-05,1.72E-07,,
25,1.33E-05,1.42E-07,,
26,1.28E-05,2.17E-07,,
27,1.22E-05,2.84E-07,,
28,1.15E-05,2.32E-07,,
29,1.12E-05,2.49E-07,,
30,1.06E-05,2.40E-07,,
31,1.00E-05,2.57E-07,,
32,9.44E-06,2.64E-07,,
33,8.95E-06,2.56E-07,,
34,8.60E-06,3.04E-07,,
35,8.17E-06,2.74E-07,,
36,7.67E-06,3.00E-07,,
37,7.40E-06,3.49E-07,,
38,6.99E-06,2.71E-07,,
39,6.76E-06,3.41E-07,,
40,6.25E-06,3.83E-07,,
41,5.89E-06,3.77E-07,,
42,5.55E-06,3.80E-07,,
43,5.24E-06,4.21E-07,,
44,5.04E-06,4.69E-07,,
45,4.76E-06,4.74E-07,,
46,4.53E-06,4.53E-07,,
47,4.26E-06,4.77E-07,,
48,4.09E-06,5.68E-07,,
49,3.90E-06,5.92E-07,,
50,3.64E-06,5.38E-07,,
51,3.45E-06,5.65E-07,,
52,3.32E-06,5.81E-07,,
53,3.20E-06,7.19E-07,,
54,3.08E-06,7.42E-07,,
55,2.83E-06,7.31E-07,,
56,2.69E-06,7.80E-07,,
57,2.59E-06,7.74E-07,,
58,2.44E-06,8.00E-07,,
59,2.28E-06,8.04E-07,,
60,2.21E-06,8.66E-07,,
61,2.11E-06,9.20E-07,,
62,1.92E-06,9.83E-07,,
63,1.93E-06,1.03E-06,,
64,1.79E-06,1.10E-06,,
65,1.68E-06,1.09E-06,,
66,1.56E-06,1.13E-06,,
67,1.53E-06,1.25E-06,,
68,1.48E-06,1.28E-06,,
69,1.38E-06,1.33E-06,,
70,1.35E-06,1.38E-06,,
71,1.23E-06,1.48E-06,,
72,1.26E-06,1.53E-06,,
73,1.18E-06,1.65E-06,,
74,1.08E-06,1.69E-06,,
75,1.08E-06,1.78E-06,,
76,1.00E-06,1.87E-06,,
77,9.61E-07,1.87E-06,,
78,9.73E-07,2.07E-06,,
79,8.54E-07,2.21E-06,,
80,7.96E-07,2.17E-06,,
81,8.12E-07,2.36E-06,,
82,7.49E-07,2.44E-06,,
83,6.96E-07,2.61E-06,,
84,7.48E-07,2.78E-06,,
85,6.33E-07,2.85E-06,,
86,6.22E-07,2.98E-06,,
87,5.74E-07,3.12E-06,,
88,6.02E-07,3.31E-06,,
89,5.82E-07,3.53E-06,,
90,5.23E-07,3.64E-06,,
91,4.83E-07,3.82E-06,,
92,4.60E-07,4.02E-06,,
93,4.35E-07,4.22E-06,,
94,4.40E-07,4.44E-06,,
95,4.67E-07,4.65E-06,,
96,4.05E-07,4.91E-06,,
97,3.68E-07,5.27E-06,,
98,3.25E-07,5.48E-06,,
99,3.99E-07,5.81E-06,,
100,3.21E-07,6.05E-06,,
101,3.44E-07,6.41E-06,,
102,3.14E-07,6.77E-06,,
103,2.95E-07,7.09E-06,,
104,2.77E-07,7.52E-06,,
105,3.13E-07,8.00E-06,,
106,2.63E-07,8.41E-06,,
107,2.22E-07,8.90E-06,,
108,2.23E-07,9.38E-06,,
109,2.03E-07,9.96E-06,,
110,2.33E-07,1.05E-05,,
111,2.19E-07,1.12E-05,,
112,2.15E-07,1.17E-05,,
113,1.76E-07,1.24E-05,,
114,1.55E-07,1.32E-05,,
115,1.61E-07,1.39E-05,,
116,1.83E-07,1.48E-05,,
117,1.89E-07,1.57E-05,,
118,1.58E-07,1.66E-05,,
119,1.49E-07,1.75E-05,,
120,7.19E-08,1.85E-05,,
121,1.24E-07,1.95E-05,,
122,1.44E-07,2.08E-05,,
123,1.12E-07,2.19E-05,,
124,9.83E-08,2.31E-05,,
125,1.27E-07,2.45E-05,,
126,1.31E-07,2.57E-05,,
127,9.75E-08,2.70E-05,,
128,1.17E-07,2.85E-05,,
