pixel,reflectance1,reflectance2,absorption1,absorption2
1,7.58E-05,1.33E-06,,
2,7.30E-05,1.40E-06,,
3,7.09E-05,1.48E-06,,
4,6.89E-05,1.66E-06,,
5,6.65E-05,1.50E-06,,
6,6.43E-05,1.58E-06,,
7,6.23E-05,1.58E-06,,
8,6.02E-05,1.66E-06,,
9,5.81E-05,1.70E-06,,
10,5.61E-05,1.70E-06,,
11,5.44E-05,1.85E-06,,
12,5.22E-05,1.89E-06,,
13,5.04E-05,1.86E-06,,
14,4.88E-05,1.97E-06,,
15,4.72E-05,1.97E-06,,
16,4.54E-05,2.11E-06,,
17,4.40E-05,2.07E-06,,
18,4.24E-05,2.15E-06,,
19,4.12E-05,2.24E-06,,
20,3.98E-05,2.33E-06,,
21,3.86E-05,2.29E-06,,
22,3.71E-05,2.39E-06,,
23,3.60E-05,2.55E-06,,
24,3.46E-05,2.61E-06,,
25,3.35E-05,2.61E-06,,
26,3.24E-05,2.69E-06,,
27,3.13E-05,2.84E-06,,
28,3.02E-05,2.90E-06,,
29,2.95E-05,2.91E-06,,
30,2.85E-05,3.08E-06,,
31,2.73E-05,3.04E-06,,
32,2.66E-05,3.27E-06,,
33,2.55E-05,3.30E-06,,
34,2.46E-05,3.39E-06,,
35,2.42E-05,3.52E-06,,
36,2.31E-05,3.60E-06,,
37,2.24E-05,3.79E-06,,
38,2.18E-05,3.79E-06,,
39,2.14E-05,3.98E-06,,
40,2.01E-05,4.03E-06,,
41,1.94E-05,4.04E-06,,
42,1.88E-05,4.29E-06,,
43,1.81E-05,4.42E-06,,
44,1.77E-05,4.45E-06,,
45,1.71E-05,4.60E-06,,
46,1.66E-05,4.73E-06,,
47,1.60E-05,4.83E-06,,
48,1.55E-05,5.03E-06,,
49,1.52E-05,5.22E-06,,
50,1.47E-05,5.43E-06,,
51,1.42E-05,5.57E-06,,
52,1.38E-05,5.68E-06,,
53,1.34E-05,5.80E-06,,
54,1.31E-05,6.08E-06,,
55,1.26E-05,6.24E-06,,
56,1.22E-05,6.41E-06,,
57,1.17E-05,6.56E-06,,
58,1.14E-05,6.80E-06,,
59,1.11E-05,6.94E-06,,
60,1.07E-05,7.10E-06,,
61,1.03E-05,7.21E-06,,
62,1.02E-05,7.55E-06,,
63,9.92E-06,7.85E-06,,
64,9.59E-06,8.03E-06,,
65,9.24E-06,8.32E-06,,
66,8.90E-06,8.46E-06,,
67,8.61E-06,8.78E-06,,
68,8.39E-06,8.95E-06,,
69,8.12E-06,9.21E-06,,
70,7.82E-06,9.50E-06,,
71,7.65E-06,9.76E-06,,
72,7.41E-06,1.01E-05,,
73,7.16E-06,1.04E-05,,
74,6.93E-06,1.08E-05,,
75,6.73E-06,1.10E-05,,
76,6.60E-06,1.16E-05,,
77,6.39E-06,1.19E-05,,
78,6.14E-06,1.21E-05,,
79,6.04E-06,1.26E-05,,
80,5.92E-06,1.30E-05,,
81,5.61E-06,1.34E-05,,
82,5.52E-06,1.38E-05,,
83,5.32E-06,1.43E-05,,
84,5.22E-06,1.48E-05,,
85,5.10E-06,1.52E-05,,
86,4.94E-06,1.56E-05,,
87,4.78E-06,1.61E-05,,
88,4.64E-06,1.69E-05,,
89,4.49E-06,1.74E-05,,
90,4.50E-06,1.81E-05,,
91,4.22E-06,1.86E-05,,
92,4.11E-06,1.91E-05,,
93,4.06E-06,1.98E-05,,
94,3.89E-06,2.02E-05,,
95,3.79E-06,2.12E-05,,
96,3.74E-06,2.19E-05,,
97,3.57E-06,2.26E-05,,
98,3.53E-06,2.36E-05,,
99,3.43E-06,2.44E-05,,
100,3.28E-06,2.50E-05,,
101,3.23E-06,2.59E-05,,
102,3.12E-06,2.67E-05,,
103,3.02E-06,2.77E-05,,
104,3.04E-06,2.88E-05,,
105,2.80E-06,2.96E-05,,
106,2.80E-06,3.07E-05,,
107,2.70E-06,3.19E-05,,
108,2.66E-06,3.32E-05,,
109,2.57E-06,3.43E-05,,
110,2.53E-06,3.55E-05,,
111,2.47E-06,3.70E-05,,
112,2.44E-06,3.82E-05,,
113,2.32E-06,3.95E-05,,
114,2.19E-06,4.10E-05,,
115,2.21E-06,4.24E-05,,
116,2.13E-06,4.40E-05,,
117,2.08E-06,4.57E-05,,
118,1.92E-06,4.73E-05,,
119,2.01E-06,4.91E-05,,
120,1.86E-06,5.08E-05,,
121,1.92E-06,5.26E-05,,
122,1.84E-06,5.46E-05,,
123,1.75E-06,5.68E-05,,
124,1.72E-06,5.89E-05,,
125,1.66E-06,6.08E-05,,
126,1.57E-06,6.26E-05,,
127,1.62E-06,6.50E-05,,
128,1.46E-06,6.71E-05,,
