pixel,reflectance1,reflectance2,absorption1,absorption2
1,4.66E-05,1.21E-06,,
2,4.50E-05,1.17E-06,,
3,4.35E-05,1.28E-06,,
4,4.19E-05,1.24E-06,,
5,4.02E-05,1.32E-06,,
6,3.87E-05,1.32E-06,,
7,3.71E-05,1.38E-06,,
8,3.57E-05,1.41E-06,,
9,3.42E-05,1.50E-06,,
10,3.30E-05,1.49E-06,,
11,3.18E-05,1.58E-06,,
12,3.06E-05,1.55E-06,,
13,2.93E-05,1.57E-06,,
14,2.82E-05,1.61E-06,,
15,2.72E-05,1.67E-06,,
16,2.62E-05,1.74E-06,,
17,2.51E-05,1.77E-06,,
18,2.43E-05,1.90E-06,,
19,2.34E-05,1.95E-06,,
20,2.25E-05,1.94E-06,,
21,2.18E-05,1.96E-06,,
22,2.08E-05,2.00E-06,,
23,2.01E-05,2.07E-06,,
24,1.94E-05,2.17E-06,,
25,1.87E-05,2.22E-06,,
26,1.80E-05,2.29E-06,,
27,1.73E-05,2.35E-06,,
28,1.66E-05,2.42E-06,,
29,1.62E-05,2.48E-06,,
30,1.56E-05,2.53E-06,,
31,1.50E-05,2.63E-06,,
32,1.45E-05,2.71E-06,,
33,1.40E-05,2.80E-06,,
34,1.33E-05,2.80E-06,,
35,1.31E-05,2.97E-06,,
36,1.24E-05,2.98E-06,,
37,1.21E-05,3.18E-06,,
38,1.17E-05,3.18E-06,,
39,1.16E-05,3.35E-06,,
40,1.09E-05,3.47E-06,,
41,1.06E-05,3.57E-06,,
42,1.02E-05,3.68E-06,,
43,9.75E-06,3.68E-06,,
44,9.49E-06,3.82E-06,,
45,9.18E-06,3.91E-06,,
46,8.90E-06,4.07E-06,,
47,8.63E-06,4.25E-06,,
48,8.28E-06,4.35E-06,,
49,8.13E-06,4.50E-06,,
50,7.79E-06,4.66E-06,,
51,7.56E-06,4.75E-06,,
52,7.33E-06,4.86E-06,,
53,7.20E-06,5.10E-06,,
54,6.93E-06,5.14E-06,,
55,6.73E-06,5.27E-06,,
56,6.51E-06,5.56E-06,,
57,6.29E-06,5.60E-06,,
58,6.08E-06,5.74E-06,,
59,5.90E-06,5.85E-06,,
60,5.68E-06,6.04E-06,,
61,5.56E-06,6.20E-06,,
62,5.31E-06,6.41E-06,,
63,5.22E-06,6.63E-06,,
64,5.05E-06,6.87E-06,,
65,4.87E-06,7.12E-06,,
66,4.71E-06,7.19E-06,,
67,4.52E-06,7.37E-06,,
68,4.40E-06,7.71E-06,,
69,4.26E-06,7.94E-06,,
70,4.10E-06,8.18E-06,,
71,4.02E-06,8.40E-06,,
72,3.85E-06,8.72E-06,,
73,3.79E-06,8.99E-06,,
74,3.66E-06,9.25E-06,,
75,3.53E-06,9.52E-06,,
76,3.44E-06,9.91E-06,,
77,3.31E-06,1.01E-05,,
78,3.22E-06,1.04E-05,,
79,3.11E-06,1.08E-05,,
80,3.09E-06,1.12E-05,,
81,2.98E-06,1.15E-05,,
82,2.85E-06,1.19E-05,,
83,2.80E-06,1.23E-05,,
84,2.72E-06,1.28E-05,,
85,2.64E-06,1.32E-05,,
86,2.53E-06,1.36E-05,,
87,2.43E-06,1.39E-05,,
88,2.37E-06,1.45E-05,,
89,2.38E-06,1.51E-05,,
90,2.35E-06,1.57E-05,,
91,2.21E-06,1.61E-05,,
92,2.15E-06,1.66E-05,,
93,2.10E-06,1.71E-05,,
94,2.06E-06,1.77E-05,,
95,1.99E-06,1.84E-05,,
96,1.96E-06,1.89E-05,,
97,1.90E-06,1.97E-05,,
98,1.80E-06,2.05E-05,,
99,1.87E-06,2.12E-05,,
100,1.72E-06,2.18E-05,,
101,1.74E-06,2.25E-05,,
102,1.69E-06,2.32E-05,,
103,1.58E-06,2.41E-05,,
104,1.56E-06,2.51E-05,,
105,1.53E-06,2.59E-05,,
106,1.44E-06,2.67E-05,,
107,1.43E-06,2.80E-05,,
108,1.43E-06,2.90E-05,,
109,1.39E-06,3.01E-05,,
110,1.34E-06,3.12E-05,,
111,1.28E-06,3.26E-05,,
112,1.28E-06,3.37E-05,,
113,1.30E-06,3.48E-05,,
114,1.18E-06,3.61E-05,,
115,1.16E-06,3.76E-05,,
116,1.12E-06,3.91E-05,,
117,1.03E-06,4.06E-05,,
118,1.03E-06,4.21E-05,,
119,9.86E-07,4.38E-05,,
120,1.06E-06,4.57E-05,,
121,9.87E-07,4.74E-05,,
122,9.44E-07,4.92E-05,,
123,9.36E-07,5.16E-05,,
124,8.50E-07,5.33E-05,,
125,8.18E-07,5.54E-05,,
126,8.33E-07,5.74E-05,,
127,7.52E-07,5.95E-05,,
128,8.01E-07,6.18E-05,,
