pixel,reflectance1,reflectance2,absorption1,absorption2
1,6.47E-05,9.71E-07,,
2,6.26E-05,9.68E-07,,
3,6.03E-05,1.08E-06,,
4,5.81E-05,1.06E-06,,
5,5.56E-05,1.08E-06,,
6,5.32E-05,1.03E-06,,
7,5.11E-05,1.14E-06,,
8,4.88E-05,1.21E-06,,
9,4.68E-05,1.16E-06,,
10,4.48E-05,1.19E-06,,
11,4.30E-05,1.30E-06,,
12,4.09E-05,1.27E-06,,
13,3.91E-05,1.33E-06,,
14,3.74E-05,1.34E-06,,
15,3.57E-05,1.39E-06,,
16,3.41E-05,1.40E-06,,
17,3.27E-05,1.46E-06,,
18,3.13E-05,1.40E-06,,
19,3.01E-05,1.50E-06,,
20,2.87E-05,1.51E-06,,
21,2.74E-05,1.63E-06,,
22,2.62E-05,1.61E-06,,
23,2.51E-05,1.65E-06,,
24,2.40E-05,1.82E-06,,
25,2.30E-05,1.74E-06,,
26,2.20E-05,1.75E-06,,
27,2.11E-05,1.88E-06,,
28,2.02E-05,1.97E-06,,
29,1.96E-05,2.02E-06,,
30,1.88E-05,2.04E-06,,
31,1.79E-05,2.09E-06,,
32,1.72E-05,2.16E-06,,
33,1.64E-05,2.15E-06,,
34,1.58E-05,2.31E-06,,
35,1.55E-05,2.34E-06,,
36,1.47E-05,2.45E-06,,
37,1.43E-05,2.55E-06,,
38,1.37E-05,2.61E-06,,
39,1.35E-05,2.72E-06,,
40,1.26E-05,2.77E-06,,
41,1.21E-05,2.85E-06,,
42,1.17E-05,2.88E-06,,
43,1.13E-05,3.03E-06,,
44,1.08E-05,3.02E-06,,
45,1.05E-05,3.22E-06,,
46,1.02E-05,3.33E-06,,
47,9.80E-06,3.46E-06,,
48,9.41E-06,3.51E-06,,
49,9.16E-06,3.56E-06,,
50,8.83E-06,3.68E-06,,
51,8.62E-06,3.81E-06,,
52,8.18E-06,3.92E-06,,
53,7.96E-06,4.11E-06,,
54,7.65E-06,4.25E-06,,
55,7.42E-06,4.49E-06,,
56,7.19E-06,4.60E-06,,
57,6.91E-06,4.60E-06,,
58,6.62E-06,4.95E-06,,
59,6.47E-06,5.05E-06,,
60,6.22E-06,5.21E-06,,
61,6.02E-06,5.44E-06,,
62,5.84E-06,5.61E-06,,
63,5.65E-06,5.98E-06,,
64,5.44E-06,6.06E-06,,
65,5.28E-06,6.26E-06,,
66,5.14E-06,6.44E-06,,
67,4.93E-06,6.72E-06,,
68,4.72E-06,6.95E-06,,
69,4.58E-06,7.21E-06,,
70,4.50E-06,7.62E-06,,
71,4.33E-06,7.73E-06,,
72,4.17E-06,8.10E-06,,
73,4.02E-06,8.44E-06,,
74,3.99E-06,8.71E-06,,
75,3.82E-06,9.14E-06,,
76,3.72E-06,9.38E-06,,
77,3.59E-06,9.74E-06,,
78,3.50E-06,1.01E-05,,
79,3.39E-06,1.05E-05,,
80,3.30E-06,1.09E-05,,
81,3.20E-06,1.13E-05,,
82,3.13E-06,1.18E-05,,
83,3.03E-06,1.22E-05,,
84,2.96E-06,1.29E-05,,
85,2.93E-06,1.34E-05,,
86,2.78E-06,1.38E-05,,
87,2.74E-06,1.45E-05,,
88,2.62E-06,1.50E-05,,
89,2.57E-06,1.56E-05,,
90,2.48E-06,1.63E-05,,
91,2.43E-06,1.68E-05,,
92,2.33E-06,1.76E-05,,
93,2.30E-06,1.83E-05,,
94,2.22E-06,1.90E-05,,
95,2.23E-06,1.97E-05,,
96,2.12E-06,2.06E-05,,
97,2.06E-06,2.15E-05,,
98,2.00E-06,2.26E-05,,
99,1.98E-06,2.33E-05,,
100,1.91E-06,2.41E-05,,
101,1.87E-06,2.50E-05,,
102,1.77E-06,2.58E-05,,
103,1.79E-06,2.69E-05,,
104,1.69E-06,2.82E-05,,
105,1.72E-06,2.92E-05,,
106,1.62E-06,3.05E-05,,
107,1.62E-06,3.17E-05,,
108,1.55E-06,3.33E-05,,
109,1.49E-06,3.46E-05,,
110,1.43E-06,3.60E-05,,
111,1.42E-06,3.76E-05,,
112,1.39E-06,3.92E-05,,
113,1.37E-06,4.07E-05,,
114,1.36E-06,4.24E-05,,
115,1.29E-06,4.43E-05,,
116,1.25E-06,4.60E-05,,
117,1.19E-06,4.83E-05,,
118,1.19E-06,5.03E-05,,
119,1.16E-06,5.24E-05,,
120,1.14E-06,5.48E-05,,
121,1.08E-06,5.69E-05,,
122,1.05E-06,5.96E-05,,
123,1.05E-06,6.21E-05,,
124,1.02E-06,6.46E-05,,
125,1.04E-06,6.71E-05,,
126,9.27E-07,6.99E-05,,
127,9.11E-07,7.23E-05,,
128,9.07E-07,7.52E-05,,
