pixel,reflectance1,reflectance2,absorption1,absorption2
1,5.38E-05,3.60E-07,,
2,5.16E-05,3.31E-07,,
3,4.95E-05,3.07E-07,,
4,4.76E-05,3.50E-07,,
5,4.55E-05,3.60E-07,,
6,4.35E-05,3.74E-07,,
7,4.17E-05,3.73E-07,,
8,4.00E-05,3.92E-07,,
9,3.82E-05,3.79E-07,,
10,3.66E-05,4.65E-07,,
11,3.52E-05,4.06E-07,,
12,3.36E-05,4.45E-07,,
13,3.24E-05,4.27E-07,,
14,3.10E-05,4.71E-07,,
15,2.99E-05,5.58E-07,,
16,2.86E-05,4.91E-07,,
17,2.75E-05,5.47E-07,,
18,2.64E-05,5.13E-07,,
19,2.54E-05,6.10E-07,,
20,2.44E-05,5.89E-07,,
21,2.35E-05,5.64E-07,,
22,2.25E-05,6.84E-07,,
23,2.16E-05,6.60E-07,,
24,2.07E-05,6.66E-07,,
25,1.98E-05,7.22E-07,,
26,1.91E-05,7.64E-07,,
27,1.84E-05,8.03E-07,,
28,1.75E-05,9.01E-07,,
29,1.69E-05,8.34E-07,,
30,1.63E-05,9.28E-07,,
31,1.55E-05,9.05E-07,,
32,1.48E-05,9.60E-07,,
33,1.42E-05,9.58E-07,,
34,1.36E-05,9.96E-07,,
35,1.31E-05,1.06E-06,,
36,1.25E-05,1.11E-06,,
37,1.20E-05,1.17E-06,,
38,1.15E-05,1.20E-06,,
39,1.13E-05,1.26E-06,,
40,1.04E-05,1.26E-06,,
41,9.97E-06,1.32E-06,,
42,9.70E-06,1.38E-06,,
43,9.18E-06,1.44E-06,,
44,8.86E-06,1.50E-06,,
45,8.43E-06,1.48E-06,,
46,8.02E-06,1.61E-06,,
47,7.68E-06,1.61E-06,,
48,7.38E-06,1.71E-06,,
49,7.11E-06,1.73E-06,,
50,6.80E-06,1.85E-06,,
51,6.52E-06,1.87E-06,,
52,6.27E-06,2.00E-06,,
53,5.98E-06,2.05E-06,,
54,5.75E-06,2.12E-06,,
55,5.48E-06,2.15E-06,,
56,5.33E-06,2.31E-06,,
57,5.04E-06,2.31E-06,,
58,4.88E-06,2.45E-06,,
59,4.74E-06,2.46E-06,,
60,4.48E-06,2.58E-06,,
61,4.40E-06,2.80E-06,,
62,4.19E-06,2.76E-06,,
63,4.13E-06,2.95E-06,,
64,3.95E-06,3.04E-06,,
65,3.73E-06,3.12E-06,,
66,3.67E-06,3.24E-06,,
67,3.53E-06,3.39E-06,,
68,3.45E-06,3.52E-06,,
69,3.27E-06,3.65E-06,,
70,3.20E-06,3.76E-06,,
71,3.06E-06,3.91E-06,,
72,2.96E-06,4.13E-06,,
73,2.87E-06,4.27E-06,,
74,2.77E-06,4.49E-06,,
75,2.69E-06,4.66E-06,,
76,2.58E-06,4.85E-06,,
77,2.50E-06,5.00E-06,,
78,2.44E-06,5.31E-06,,
79,2.33E-06,5.45E-06,,
80,2.26E-06,5.76E-06,,
81,2.16E-06,5.92E-06,,
82,2.07E-06,6.21E-06,,
83,1.99E-06,6.54E-06,,
84,1.94E-06,6.80E-06,,
85,1.85E-06,7.09E-06,,
86,1.78E-06,7.42E-06,,
87,1.69E-06,7.78E-06,,
88,1.68E-06,8.08E-06,,
89,1.61E-06,8.52E-06,,
90,1.57E-06,8.95E-06,,
91,1.48E-06,9.26E-06,,
92,1.42E-06,9.83E-06,,
93,1.37E-06,1.02E-05,,
94,1.36E-06,1.07E-05,,
95,1.26E-06,1.11E-05,,
96,1.24E-06,1.17E-05,,
97,1.22E-06,1.22E-05,,
98,1.14E-06,1.29E-05,,
99,1.13E-06,1.34E-05,,
100,1.06E-06,1.40E-05,,
101,1.01E-06,1.46E-05,,
102,9.49E-07,1.54E-05,,
103,9.46E-07,1.61E-05,,
104,8.97E-07,1.67E-05,,
105,9.02E-07,1.76E-05,,
106,8.21E-07,1.83E-05,,
107,7.65E-07,1.94E-05,,
108,8.02E-07,2.03E-05,,
109,7.49E-07,2.14E-05,,
110,6.98E-07,2.23E-05,,
111,7.35E-07,2.36E-05,,
112,6.45E-07,2.46E-05,,
113,6.68E-07,2.56E-05,,
114,6.31E-07,2.70E-05,,
115,6.12E-07,2.84E-05,,
116,6.02E-07,2.98E-05,,
117,5.80E-07,3.12E-05,,
118,5.83E-07,3.28E-05,,
119,5.42E-07,3.44E-05,,
120,4.57E-07,3.61E-05,,
121,4.95E-07,3.78E-05,,
122,4.95E-07,3.98E-05,,
123,4.78E-07,4.18E-05,,
124,4.81E-07,4.37E-05,,
125,4.54E-07,4.57E-05,,
126,3.96E-07,4.77E-05,,
127,4.14E-07,4.98E-05,,
128,4.14E-07,5.21E-05,,
